gene;p_val;avg_log2FC;pct.1;pct.2;p_val_adj
RPAIN;2,39485675635022e-12;0,445458060403211;0,648;0,404;4,30714987629586e-08
POU4F1;3,04814765546439e-12;0,358937349169883;0,238;0,024;5,48209355835271e-08
AZIN1;3,12433043565538e-12;0,460090230707710;0,688;0,476;5,61910828852621e-08
DCTN2;3,30228217588823e-12;0,426356677120860;0,740;0,505;5,93915449333497e-08
HNRNPDL;3,31155258666309e-12;0,413485141080305;0,921;0,856;5,95582732711356e-08
NCALD;3,55491364225201e-12;0,419202459787573;0,524;0,269;6,39351218559025e-08
PTPRA;3,85083430654686e-12;0,373943152323397;0,683;0,418;6,92572550032452e-08
WDR6;3,92221856975044e-12;0,410552301819541;0,726;0,457;7,05411009769617e-08
CYP51A1;4,04033168007511e-12;0,428907093167785;0,551;0,288;7,26653652661508e-08
ADCY1;4,16649680303670e-12;0,476054282838476;0,514;0,264;7,49344450026151e-08
LHX5-AS1;4,22532848784896e-12;0,302424983377770;0,196;0,000;7,59925328539635e-08
CLIP3;4,37459934172499e-12;0,454200875773271;0,696;0,466;7,86771691609240e-08
RIMKLB;4,59867185761506e-12;0,417593236292085;0,536;0,279;8,27071133592068e-08
B4GALNT4;4,82341526831249e-12;0,450119698961454;0,697;0,457;8,67491236006002e-08
RMST;5,34215942930280e-12;-0,611109956793542;0,576;0,784;9,60787373360108e-08
CXADR;5,57856856629568e-12;0,491915270999146;0,629;0,413;1,00330555664828e-07
DPYSL5;5,99997218679034e-12;0,484315107396988;0,827;0,630;1,07909499779424e-07
SLC1A2;6,21259010251648e-12;0,429736171739819;0,450;0,202;1,11733432993759e-07
BEX4;6,23647360318425e-12;0,473319315117237;0,724;0,519;1,12162977753269e-07
PRDM8;6,38792475638773e-12;0,331506377154772;0,233;0,024;1,14886826743633e-07
PARP6;6,40418287034588e-12;0,416991958463868;0,622;0,346;1,15179228923171e-07
CCND1;6,59991726043768e-12;-0,512797385691259;0,327;0,524;1,18699511928972e-07
YWHAH;6,73896633570684e-12;0,566350717019397;0,865;0,736;1,21200309547688e-07
REEP5;7,35702245176245e-12;0,404552567576802;0,688;0,433;1,32316048794948e-07
SQLE;7,40402703608363e-12;0,533915415013019;0,511;0,288;1,33161426243964e-07
TTYH3;8,21647143656764e-12;0,407289444782040;0,761;0,534;1,47773238786669e-07
AGRN;8,64992894053486e-12;0,452819423219914;0,509;0,274;1,55568971995519e-07
IGFBPL1;8,65224106975340e-12;0,384684979656453;0,330;0,091;1,55610555639515e-07
MDH2;9,36528717409519e-12;0,404587747967232;0,658;0,404;1,68434689826102e-07
RAB2A;9,51925889790881e-12;0,423910924135994;0,608;0,361;1,71203871278890e-07
APBA2;1,01572337787776e-11;0,443754857575098;0,614;0,365;1,82677849511316e-07
MLC1;1,02471843567483e-11;0,342635945267775;0,246;0,034;1,84295610656119e-07
KHDRBS1;1,04799393943810e-11;0,374606822748666;0,708;0,476;1,88481710007943e-07
DCTN3;1,08755747684306e-11;0,396061035807675;0,702;0,433;1,95597212210224e-07
TUBB4B;1,09664368081185e-11;0,401889882809075;0,849;0,678;1,97231365994011e-07
EXOC7;1,21187133134323e-11;0,406123201475361;0,564;0,308;2,17955058942080e-07
ARHGAP21;1,21828594635945e-11;0,408141774095942;0,485;0,231;2,19108727452747e-07
EIF4G2;1,26918838613294e-11;0,343955318405142;0,999;1,000;2,28263531246009e-07
KIF5C;1,35217532932273e-11;0,530796480567575;0,721;0,534;2,43188732978693e-07
PRPF8;1,39378117538029e-11;0,398533334235995;0,709;0,452;2,50671544392146e-07
TOP2B;1,41281350877888e-11;0,370830789156815;0,730;0,486;2,54094509553882e-07
EVL;1,46299248649987e-11;0,463285752700833;0,933;0,885;2,63119198697001e-07
ZIC4;1,53935279533000e-11;0,374135396316071;0,302;0,077;2,76852600240101e-07
CD99;1,60123566826777e-11;0,660235853294701;0,784;0,649;2,87982234937958e-07
TMEM259;1,65879099631570e-11;0,416960769959554;0,695;0,442;2,98333560687379e-07
RHBDL3;1,83888852966302e-11;0,390878579763443;0,333;0,101;3,30724102059894e-07
SRGAP3;1,90251158823602e-11;0,380209910725755;0,569;0,308;3,42166709144249e-07
RAF1;1,96978667269018e-11;0,369074533140198;0,425;0,178;3,54266133083330e-07
LINC01578;1,98016784109272e-11;0,383035954804519;0,746;0,486;3,56133186220526e-07
CSNK1E;2,01406203892250e-11;0,396911662375893;0,756;0,567;3,62229057700212e-07
NME1;2,03409111736530e-11;0,371894320844374;0,589;0,322;3,65831287458149e-07
CBX1;2,07161462001630e-11;0,390653703850922;0,634;0,385;3,72579889409931e-07
KRT10;2,16053145131514e-11;0,365737831670622;0,696;0,447;3,88571581519028e-07
PRXL2A;2,23692935646606e-11;0,404969075239090;0,628;0,380;4,02311744760421e-07
ATP1B3;2,47613177514892e-11;0,419687304393887;0,641;0,409;4,45332299760534e-07
FGD5-AS1;2,51084989312429e-11;0,368578482435062;0,603;0,341;4,51576353278403e-07
MSX1;2,52910694649792e-11;-0,479134647441689;0,609;0,832;4,54859884327651e-07
"NAP1L3";3,00037818044664e-11;0,514604068634299;0,574;0,361;5,39618015753329e-07
EIF1;3,66463151945408e-11;0,317295145884807;0,991;0,981;6,59083978773815e-07
NEUROD2;3,97499381538760e-11;0,331150581776762;0,230;0,029;7,14902637697461e-07
ARF3;4,01934623992966e-11;0,400989296365352;0,635;0,413;7,22879421251350e-07
PRDX2;4,04118005701460e-11;0,394318052615094;0,934;0,837;7,26806233254075e-07
LRRC75A;4,22672617973201e-11;-0,308902560178620;0,333;0,606;7,60176703424802e-07
CALB1;4,42803311093920e-11;-0,330585950203263;0,134;0,317;7,96381755002415e-07
NDUFA13;4,79829596284379e-11;0,359221347363431;0,956;0,880;8,62973528917456e-07
ARPC3;5,31597702144389e-11;0,344497444105840;0,674;0,428;9,56078467306684e-07
SBK1;5,52361822634422e-11;0,541426182332140;0,554;0,341;9,93422738008008e-07
KIAA0408;5,69434990096093e-11;0,448478189334974;0,521;0,288;1,02412882968782e-06
SYT1;6,45169121733011e-11;0,430250593225351;0,532;0,288;1,16033666543682e-06
JTB;6,56025762130957e-11;0,421935325013347;0,687;0,466;1,17986233319253e-06
